Wall time,Step,Value
1715954707.1365738,26460,213.1837921142578
1715954711.66906,26585,206.8598175048828
1715954717.9629853,26754,205.88487243652344
1715954722.4705043,26870,201.95909118652344
1715954733.5204022,27039,203.73619079589844
1715954741.4101772,27244,207.88143920898438
1715954749.5220327,27446,210.48779296875
1715954761.937265,27717,218.15013122558594
1715954772.7707617,27960,224.4951934814453
1715954793.8271399,28282,233.29319763183594
1715954805.0427098,28555,242.8586883544922
1715954812.2037427,28747,244.4507598876953
1715954818.3140779,28910,244.06353759765625
1715954833.0777686,29140,248.4093780517578
1715954838.742348,29286,242.3813018798828
1715954847.9504073,29528,244.7106170654297
1715954853.8296921,29683,246.21670532226562
1715954860.5389712,29858,247.86280822753906
1715954871.6074357,30036,250.3295440673828
1715954879.4384584,30232,254.3075408935547
1715954888.3128808,30460,258.4986267089844
1715954898.0436218,30712,263.2667541503906
1715954904.5812967,30884,262.739501953125
1715954917.8104413,31091,262.0622863769531
1715954927.9961076,31344,263.16888427734375
1715954937.3010175,31577,267.46807861328125
1715954944.6829095,31760,270.321533203125
1715954959.366986,32049,276.747314453125
1715954965.235587,32228,280.31207275390625
1715954971.0436337,32402,280.5920104980469
1715954975.6202748,32534,276.39654541015625
1715954981.2350407,32672,273.2262268066406
1715954988.7178898,32863,268.92510986328125
1715955000.2794173,33022,265.0692443847656
1715955005.1883001,33167,256.0648498535156
1715955010.9106832,33326,249.80726623535156
1715955020.6186926,33575,252.53140258789062
1715955024.9801679,33686,249.498779296875
1715955029.2524495,33798,243.60198974609375
1715955034.1166499,33930,242.8575897216797
1715955046.9759312,34096,238.57725524902344
1715955051.6271372,34222,236.77474975585938
1715955056.5289307,34356,234.4186553955078
1715955062.6558285,34517,233.86732482910156
1715955067.134729,34630,229.17898559570312
1715955071.6245635,34751,223.24148559570312
1715955076.1750755,34868,215.19747924804688
1715955080.9801323,34994,212.63172912597656
1715955090.1900969,35141,209.98178100585938
1715955095.4103982,35276,203.5863800048828
1715955103.010316,35487,202.02293395996094
1715955107.756428,35624,199.63841247558594
1715955113.3724365,35785,192.52806091308594
1715955119.9479396,35951,191.81825256347656
1715955130.4417272,36097,190.07809448242188
1715955136.3942935,36244,190.76210021972656
1715955141.8722558,36383,190.4386749267578
1715955149.9195652,36587,191.81240844726562
1715955155.6759005,36765,192.8223114013672
1715955163.377993,36989,196.87672424316406
1715955175.866665,37147,196.93516540527344
1715955182.3190851,37313,192.33290100097656
1715955188.6677666,37484,195.72171020507812
1715955193.6845102,37612,196.6213836669922
1715955198.3758755,37751,196.9239959716797
1715955204.7428255,37942,198.11888122558594
1715955219.6758096,38161,203.90342712402344
1715955225.9820476,38321,205.88230895996094
1715955231.579167,38466,205.60182189941406
1715955234.828245,38558,204.615478515625
1715955239.2847984,38677,205.18527221679688
1715955245.4561992,38836,208.04806518554688
1715955251.215807,38984,209.78445434570312
1715955260.9113665,39162,211.93453979492188
1715955266.1139834,39306,213.10020446777344
1715955273.1950839,39493,212.72630310058594
1715955279.1269948,39663,214.89013671875
1715955287.526305,39891,218.82574462890625
1715955297.577999,40065,218.8497314453125
1715955304.7431536,40261,221.55238342285156
1715955311.4953482,40458,224.42140197753906
1715955317.231102,40627,226.3875732421875
1715955322.6295612,40780,223.66793823242188
1715955329.6214526,40967,224.63809204101562
1715955340.117766,41140,221.9306640625
1715955344.7539015,41254,219.28665161132812
1715955349.5206146,41374,216.84674072265625
1715955357.0222836,41583,218.79856872558594
1715955361.6064458,41745,220.76690673828125
1715955365.9170365,41863,219.685791015625
1715955370.7226584,41995,216.7442169189453
1715955382.1403818,42175,214.1787567138672
1715955388.4038315,42334,213.16847229003906
1715955394.3088596,42483,212.43124389648438
1715955400.9869978,42658,216.7095489501953
1715955407.2319605,42847,220.55413818359375
1715955419.1418009,43033,221.46896362304688
1715955427.0515807,43234,224.23721313476562
1715955434.4516346,43423,224.78001403808594
1715955441.4280856,43600,226.15200805664062
1715955448.0590856,43787,225.53179931640625
1715955453.2936757,43926,223.60324096679688
1715955466.6017485,44203,226.6917266845703
1715955473.5847492,44378,226.71705627441406
1715955481.7669454,44585,227.7318115234375
1715955486.5792694,44714,224.0236358642578
1715955492.7977138,44899,224.1779327392578
1715955503.361548,45081,225.9504852294922
1715955509.7167368,45257,224.8082733154297
1715955515.3896184,45418,223.7187957763672
1715955521.0536175,45562,225.3406982421875
1715955525.948384,45685,225.37315368652344
1715955531.2150564,45818,221.30764770507812
1715955537.9531388,45999,221.8427734375
1715955551.899373,46169,225.066650390625
1715955556.33424,46295,225.03245544433594
1715955562.0858355,46456,224.60244750976562
1715955567.5591097,46601,224.69952392578125
1715955571.7954066,46711,222.8404998779297
1715955575.555506,46814,219.28594970703125
1715955579.363026,46924,214.5706024169922
1715955591.3180296,47114,214.94305419921875
1715955598.7513177,47305,214.1202392578125
1715955606.817442,47500,213.80715942382812
1715955612.4837275,47672,213.8186492919922
1715955617.8218122,47833,212.80078125
1715955623.3780155,47999,214.4827880859375
1715955636.322337,48158,207.55577087402344
1715955642.9413695,48327,207.6519775390625
1715955650.1981094,48507,206.39340209960938
1715955656.1278772,48660,208.0250244140625
1715955661.687396,48825,207.69317626953125
1715955665.5541224,48948,204.50833129882812
1715955674.5106332,49111,203.52732849121094
1715955678.0850217,49225,201.2485809326172
1715955682.492812,49365,201.1705322265625
1715955686.2316132,49482,200.91058349609375
1715955690.019183,49596,199.83460998535156
1715955693.5894098,49708,196.53900146484375
1715955697.465178,49830,193.60867309570312
1715955701.0002923,49941,192.62644958496094
