Wall time,Step,Value
1715956955.3157215,110,143.9817657470703
1715956957.0037212,183,116.90574645996094
1715956958.948302,266,112.80706787109375
1715956960.9276586,344,108.98068237304688
1715956963.483658,425,106.81865692138672
1715956965.3142602,497,103.86725616455078
1715956968.4332867,611,109.65345001220703
1715956970.3775706,690,108.46151733398438
1715956972.2311144,765,106.8411865234375
1715956973.793115,830,104.15276336669922
1715956975.301824,893,101.69617462158203
1715956976.8720164,957,99.74092864990234
1715956979.8104868,1031,99.02091979980469
1715956981.563487,1103,98.43849182128906
1715956983.2910278,1171,97.52908325195312
1715956984.8213224,1234,96.22320556640625
1715956986.352935,1297,95.05815124511719
1715956988.2355173,1376,95.18319702148438
1715956991.26397,1501,98.1493911743164
1715956992.8179677,1567,97.13175201416016
1715956996.8336737,1736,102.36717987060547
1715957001.5993452,1933,108.50920104980469
1715957013.2369554,2176,116.3568115234375
1715957018.7696395,2401,123.34246826171875
1715957024.5150182,2637,131.19236755371094
1715957029.3828032,2838,136.2816925048828
1715957037.9670417,3039,143.22903442382812
1715957041.8668718,3197,147.1897735595703
1715957046.1848135,3370,152.20278930664062
1715957050.7889576,3550,157.92913818359375
1715957056.4501407,3779,165.9608612060547
1715957061.02681,3968,169.95559692382812
1715957066.4977791,4088,172.2643585205078
1715957069.9519422,4230,175.99896240234375
1715957073.0880077,4361,179.82925415039062
1715957076.441645,4498,184.15122985839844
1715957079.7454052,4634,188.21861267089844
1715957082.9700193,4766,191.62107849121094
1715957087.1179016,4936,196.92539978027344
1715957102.87623,5328,212.99032592773438
1715957111.438068,5680,228.04183959960938
1715957116.6119995,5892,236.03839111328125
1715957123.8766835,6108,243.622314453125
1715957128.0239995,6281,246.55577087402344
1715957132.1597178,6453,252.4893798828125
1715957137.348404,6668,255.1274871826172
1715957141.8345573,6854,255.3586883544922
1715957149.1036763,7038,253.39559936523438
1715957153.5572517,7222,251.79981994628906
1715957160.9396014,7529,254.31698608398438
1715957166.6667082,7762,255.2365264892578
1715957181.496619,8108,263.468017578125
1715957187.290546,8344,267.73455810546875
1715957193.1744776,8588,271.8283996582031
1715957197.955545,8788,272.80810546875
1715957209.764095,9052,274.9299621582031
1715957214.745933,9258,275.8764953613281
1715957221.3175702,9525,284.0262756347656
1715957227.1234846,9771,289.2308349609375
1715957240.034186,10057,297.2015075683594
1715957246.947264,10347,304.6998291015625
1715957253.4709337,10615,311.0767822265625
1715957260.8649042,10915,319.5281066894531
1715957273.3509967,11206,325.7475891113281
1715957279.4222877,11457,319.3954772949219
1715957285.878805,11721,315.3170471191406
1715957291.7218413,11960,317.2181091308594
1715957308.8512702,12411,329.0594482421875
1715957314.74851,12651,332.38604736328125
1715957322.6966534,12978,339.8731994628906
1715957334.7499802,13223,341.4208679199219
1715957341.4041257,13497,346.6258544921875
1715957350.1418378,13854,355.2138671875
1715957367.287786,14284,367.48907470703125
1715957375.0528138,14602,368.521484375
1715957382.4351287,14902,370.8817138671875
1715957397.0858023,15237,369.8268737792969
1715957404.678216,15549,372.5168762207031
1715957412.0612469,15847,374.8714294433594
1715957430.3634076,16283,387.02581787109375
1715957437.6533923,16577,387.87872314453125
1715957446.16253,16926,395.9576110839844
1715957467.079066,17460,408.95977783203125
1715957475.8946123,17821,412.7749938964844
1715957491.3611653,18153,414.3193359375
1715957500.9166722,18541,419.4500732421875
1715957519.1969912,19068,432.5868225097656
1715957527.9777179,19416,436.2324523925781
1715957535.5655549,19730,436.5809326171875
1715957555.0881114,20161,445.3480529785156
1715957564.0043883,20523,449.2808532714844
1715957572.3160992,20862,452.98199462890625
1715957589.031497,21202,446.48443603515625
1715957595.818862,21480,447.4961242675781
1715957603.3177054,21789,447.0716857910156
1715957622.4448547,22223,457.4273376464844
1715957630.7884746,22556,459.8250427246094
1715957636.7065723,22794,454.2773132324219
1715957652.3111432,23079,447.6481628417969
1715957660.275087,23404,448.5654296875
1715957669.990011,23800,454.726806640625
1715957686.3129086,24145,454.35272216796875
1715957697.373637,24592,461.1602478027344
1715957715.7386289,25076,469.3597717285156
1715957725.3102493,25471,465.0424499511719
1715957734.4008448,25846,470.0849304199219
1715957753.7910118,26274,472.67626953125
1715957761.6225858,26592,460.33380126953125
1715957769.1817238,26896,457.79364013671875
1715957785.8368886,27250,458.3643493652344
1715957794.4811726,27611,456.95025634765625
1715957812.5466142,28081,453.2102355957031
1715957821.2016425,28432,452.57232666015625
1715957828.5493417,28728,451.6739501953125
1715957846.429221,29152,452.1286315917969
1715957854.5698493,29486,452.3163757324219
1715957863.1723387,29841,454.6517028808594
1715957879.6430283,30222,457.6567077636719
1715957887.995688,30572,462.3384704589844
1715957894.137465,30824,459.7166748046875
1715957910.3813858,31188,456.6112976074219
1715957918.1474547,31513,456.7468566894531
1715957928.684037,31948,465.9859924316406
1715957951.1006746,32415,472.3103942871094
1715957961.5230563,32845,477.1898193359375
1715957983.535975,33306,481.2478942871094
1715957996.1028576,33817,489.79840087890625
1715958017.3861284,34249,489.1366882324219
1715958026.242726,34620,485.9111022949219
1715958049.266761,35135,493.9158630371094
1715958059.8171346,35574,497.2497253417969
1715958069.1267421,35953,495.1468505859375
1715958089.7288206,36391,502.43487548828125
1715958099.4117255,36783,508.1552734375
1715958123.1655278,37340,519.7078857421875
1715958135.8261695,37844,526.3673095703125
1715958159.5882099,38354,530.3038330078125
1715958170.637662,38821,536.8526000976562
1715958194.664292,39419,552.5147094726562
1715958206.9206314,39925,555.8516845703125
1715958226.4894915,40376,562.457275390625
1715958236.684058,40809,564.95361328125
1715958256.9112043,41225,568.2918090820312
1715958266.332874,41615,571.4434814453125
1715958289.6830158,42129,583.2101440429688
1715958303.4737127,42685,591.5643920898438
1715958325.6773353,43224,601.5126342773438
1715958338.089038,43731,603.37158203125
1715958358.578412,44250,609.7345581054688
1715958366.0529559,44552,603.848876953125
1715958375.3345928,44927,598.7424926757812
1715958395.6044412,45341,593.4602661132812
