Wall time,Step,Value
1715954001.0601683,10345,169.17327880859375
1715954005.198855,10456,170.08670043945312
1715954009.6844916,10581,171.44972229003906
1715954014.3287778,10702,171.87167358398438
1715954019.5759974,10836,173.1071014404297
1715954025.228893,10991,175.2546844482422
1715954040.1630418,11210,180.33456420898438
1715954047.158571,11394,183.3727569580078
1715954052.9867864,11548,186.361328125
1715954057.0015562,11652,185.0267791748047
1715954061.9302123,11782,184.55372619628906
1715954066.6675837,11910,184.89999389648438
1715954077.7231565,12083,187.11062622070312
1715954084.170058,12240,186.18727111816406
1715954088.8749733,12362,186.990966796875
1715954092.8364758,12474,186.96975708007812
1715954097.9210725,12618,188.1116180419922
1715954101.2021139,12710,185.49273681640625
1715954105.515636,12826,185.44712829589844
1715954110.4354436,12961,186.19822692871094
1715954119.796399,13110,185.4784393310547
1715954123.848272,13233,183.13116455078125
1715954129.6975992,13397,184.242431640625
1715954135.6011264,13547,181.67552185058594
1715954139.2059772,13643,177.55039978027344
1715954143.4500759,13758,177.85922241210938
1715954147.918175,13875,178.4690399169922
1715954151.818986,13977,177.47354125976562
1715954159.2396505,14086,177.0780029296875
1715954163.3422368,14193,176.22471618652344
1715954167.6384385,14310,174.69676208496094
1715954171.627215,14425,169.4065704345703
1715954177.5849333,14590,169.3599090576172
1715954182.5543718,14727,168.7965087890625
1715954188.2334096,14878,171.3365020751953
1715954192.7230046,14994,170.75819396972656
1715954202.6237166,15123,171.05775451660156
1715954206.8788805,15236,168.15289306640625
1715954211.9457924,15371,167.21255493164062
1715954216.878032,15514,168.5855712890625
1715954220.4237387,15614,167.73851013183594
1715954223.9326801,15743,167.1943817138672
1715954228.6086512,15883,170.2070770263672
1715954239.667119,16022,171.30201721191406
1715954243.6673508,16130,169.82337951660156
1715954248.108285,16250,168.238525390625
1715954251.5684667,16344,166.3483428955078
1715954255.4078033,16442,162.4498291015625
1715954259.1923208,16543,159.59815979003906
1715954262.5291088,16632,158.9830780029297
1715954265.9160104,16752,158.96707153320312
1715954270.5508878,16906,160.6408233642578
1715954282.8752174,17080,164.72512817382812
1715954288.7343564,17231,167.01699829101562
1715954294.9707825,17396,170.34817504882812
1715954300.8134718,17549,172.38446044921875
1715954305.6812234,17683,173.6531982421875
1715954312.4399529,17870,174.801513671875
1715954322.367452,18037,176.25778198242188
1715954327.424139,18170,175.18650817871094
1715954331.1329677,18268,174.00927734375
1715954334.6521418,18361,171.81272888183594
1715954339.5637257,18488,172.42579650878906
1715954344.3256185,18609,171.7542724609375
1715954349.3171844,18729,170.47610473632812
1715954353.6302304,18852,172.3575897216797
1715954357.7056694,18960,171.00271606445312
1715954365.8279068,19086,170.03305053710938
1715954371.3311763,19243,171.3162841796875
1715954377.485555,19403,174.39964294433594
1715954382.5011373,19533,175.25146484375
1715954387.778536,19668,178.04566955566406
1715954392.7257051,19804,180.67575073242188
1715954396.9872422,19926,182.11013793945312
1715954406.7002034,20059,184.92247009277344
1715954412.1766307,20212,187.11685180664062
1715954416.8473575,20346,186.82125854492188
1715954420.984567,20462,183.9136505126953
1715954424.57952,20560,181.09249877929688
1715954430.1635566,20712,180.5627899169922
1715954435.6395862,20866,180.76499938964844
1715954448.0835648,21043,182.90936279296875
1715954453.0991774,21166,179.30035400390625
1715954457.8317065,21294,176.9202117919922
1715954463.3402777,21454,178.6223602294922
1715954467.175631,21573,180.07830810546875
1715954471.298893,21695,182.0308074951172
1715954475.2222593,21805,181.27752685546875
1715954480.689808,21954,182.93280029296875
1715954491.0237963,22096,184.16726684570312
1715954496.233217,22225,184.2886199951172
1715954501.958334,22373,186.60467529296875
1715954506.9374528,22504,186.90170288085938
1715954512.0306146,22645,185.98263549804688
1715954516.3344424,22775,184.60354614257812
1715954519.2575743,22882,183.3402862548828
1715954527.7265973,23037,184.54786682128906
1715954532.3737528,23162,183.76156616210938
1715954538.7283614,23330,186.3273468017578
1715954543.926713,23466,186.30714416503906
1715954549.9589388,23625,186.60958862304688
1715954556.0992832,23780,186.88612365722656
1715954560.820594,23904,186.7395477294922
1715954567.6335957,24029,187.88194274902344
1715954572.1679642,24159,186.18484497070312
1715954576.9917266,24286,184.43795776367188
1715954581.8227787,24415,181.74649047851562
1715954587.2273195,24558,182.85606384277344
1715954592.022075,24684,183.04537963867188
1715954598.1899736,24839,182.76898193359375
1715954612.868879,25039,187.1075897216797
1715954619.69258,25232,190.76312255859375
1715954627.4589605,25435,195.75515747070312
1715954635.2917047,25644,198.64865112304688
1715954641.8071547,25819,199.6392822265625
1715954647.9501185,25986,201.65650939941406
1715954660.7981255,26182,204.1818389892578
1715954666.5792809,26355,206.30519104003906
1715954673.04601,26529,207.50538635253906
1715954679.684895,26703,209.72434997558594
1715954684.547349,26826,210.58514404296875
1715954688.6789432,26937,208.19195556640625
1715954696.5451765,27054,207.6068115234375
1715954700.8774807,27169,204.61485290527344
1715954708.0895722,27365,207.91751098632812
1715954713.537634,27516,207.74131774902344
1715954718.9260693,27664,207.9994354248047
1715954726.049718,27849,211.56466674804688
1715954738.2501733,28049,216.19384765625
1715954744.3812203,28208,218.27627563476562
1715954750.6144452,28361,220.118408203125
1715954757.9931633,28533,223.0118408203125
1715954765.163054,28684,223.85694885253906
1715954772.676765,28857,226.9603729248047
1715954786.2838256,29051,229.44076538085938
1715954791.4471395,29184,225.86758422851562
1715954797.5854712,29340,224.1820526123047
1715954802.6739779,29466,220.04586791992188
1715954808.5327096,29612,216.93685913085938
1715954813.1498857,29745,215.4990692138672
1715954818.3150792,29883,214.2393341064453
1715954827.843588,30029,211.4635467529297
1715954833.664768,30181,210.48382568359375
1715954839.4725468,30335,210.23666381835938
1715954844.240115,30462,207.7709503173828
1715954848.7644074,30585,207.68531799316406
1715954853.7116916,30718,208.68663024902344
1715954859.074718,30857,209.96463012695312
1715954868.6348574,31031,213.29209899902344
1715954874.0444722,31175,210.73155212402344
1715954879.5004587,31312,209.98301696777344
1715954884.6698606,31449,209.26239013671875
1715954890.2757843,31595,207.27391052246094
1715954895.2750661,31728,203.4595489501953
1715954900.2499163,31860,201.5375518798828
1715954905.4215696,31997,200.28622436523438
1715954913.9916265,32150,198.59181213378906
1715954919.6429172,32291,197.4890594482422
1715954925.6285892,32441,195.52127075195312
1715954932.4862025,32604,193.33567810058594
1715954940.2770982,32791,196.237548828125
1715954946.2415562,32945,195.92984008789062
1715954955.7618518,33123,198.53451538085938
1715954959.1878996,33264,198.16224670410156
1715954963.8597772,33408,198.64285278320312
1715954968.801144,33558,198.93142700195312
1715954974.4182906,33728,200.08985900878906
1715954981.31104,33902,201.35939025878906
1715954994.9968383,34129,205.2184295654297
1715954999.5854168,34281,206.7176971435547
1715955004.6267362,34436,208.8155059814453
1715955009.6415398,34581,209.2845458984375
1715955016.8585856,34767,212.26649475097656
1715955021.8677654,34899,210.16702270507812
1715955032.6351335,35049,210.4960174560547
1715955037.8901253,35190,210.51531982421875
1715955042.5460038,35337,211.04347229003906
1715955048.4949315,35500,211.7763671875
1715955053.8642204,35648,212.5349884033203
1715955059.0419683,35788,213.23834228515625
1715955065.1117296,35946,214.74549865722656
1715955074.9652157,36096,214.92904663085938
1715955081.3121321,36260,216.86175537109375
1715955086.7678847,36410,217.07774353027344
1715955092.6996155,36570,217.21676635742188
1715955097.964527,36711,214.6702117919922
1715955102.4713175,36840,213.3022918701172
1715955107.5393827,36987,211.66070556640625
1715955119.0823283,37177,214.21629333496094
1715955124.8643026,37331,214.81605529785156
1715955131.7364683,37508,216.55047607421875
1715955137.313884,37650,215.17527770996094
1715955142.7602546,37790,213.18458557128906
1715955148.8000398,37942,209.32025146484375
1715955158.6694536,38110,210.22589111328125
1715955163.6916351,38249,209.06199645996094
1715955169.3072278,38403,209.84877014160156
1715955175.8956645,38574,208.8055419921875
1715955181.877085,38734,209.9716339111328
1715955187.7047327,38896,210.11386108398438
1715955200.5295444,39077,212.35791015625
1715955206.179516,39251,213.9658966064453
1715955211.529657,39437,215.0079345703125
1715955217.0759704,39598,216.02133178710938
1715955223.5740569,39766,217.33120727539062
1715955229.8477807,39931,217.4179229736328
1715955242.1940205,40120,219.22396850585938
1715955249.6364167,40315,220.19297790527344
1715955255.4397814,40503,222.1851043701172
1715955260.9463656,40669,222.0523681640625
1715955267.0041454,40840,223.46153259277344
1715955281.2170372,41041,227.3555908203125
1715955288.6469102,41243,230.50376892089844
1715955294.445583,41408,229.57826232910156
1715955301.0759535,41588,230.93984985351562
1715955306.902198,41760,230.71559143066406
1715955312.0984676,41914,231.50555419921875
1715955323.0500798,42112,234.81130981445312
1715955328.5155096,42258,234.2947998046875
1715955334.5143583,42426,234.5213165283203
1715955342.298538,42623,237.8862762451172
1715955348.3779147,42778,237.892578125
1715955354.5270877,42947,237.87176513671875
1715955364.998037,43123,239.02284240722656
1715955370.6996572,43278,239.27789306640625
1715955376.4307406,43443,238.49337768554688
1715955382.7533822,43607,238.1442108154297
1715955389.838993,43791,238.71392822265625
1715955397.3827899,43983,240.59593200683594
1715955411.708616,44170,241.91806030273438
1715955417.042801,44351,242.84457397460938
1715955423.1206264,44507,241.48056030273438
1715955429.771377,44677,240.3006134033203
1715955436.8711998,44857,240.10183715820312
1715955451.8576756,45058,242.3824920654297
1715955457.8573115,45224,242.40550231933594
1715955463.804144,45406,241.26446533203125
1715955469.539648,45569,238.9652557373047
1715955476.7991307,45756,239.68812561035156
1715955484.0903506,45944,240.45556640625
1715955498.275275,46141,241.77603149414062
1715955504.239172,46307,242.46878051757812
1715955510.8248665,46493,241.80084228515625
1715955516.5411756,46663,242.89964294433594
1715955523.713713,46845,243.4306640625
1715955536.8166225,47040,243.00323486328125
1715955542.6826253,47202,243.53392028808594
1715955549.14663,47379,243.91896057128906
1715955554.6586833,47531,242.5281982421875
1715955561.1138358,47717,244.07601928710938
1715955567.8802032,47894,244.43914794921875
1715955583.6698854,48098,246.35009765625
1715955591.3220298,48299,246.58164978027344
1715955598.3043175,48483,245.61593627929688
1715955605.6923869,48660,245.09425354003906
1715955611.793727,48850,245.99363708496094
1715955623.2310112,49030,246.92596435546875
1715955628.8421636,49191,246.72377014160156
1715955635.6587439,49363,246.34593200683594
1715955642.4672363,49539,245.17051696777344
1715955649.5772493,49718,246.068359375
1715955656.449877,49898,246.29522705078125
