Wall time,Step,Value
1715955541.9366255,40699,469.6968078613281
1715955571.2324133,41095,473.4090881347656
1715955592.946547,41672,484.3622131347656
1715955624.2700107,42178,491.53564453125
1715955636.3583367,42492,493.1733703613281
1715955654.5899038,42958,496.8021545410156
1715955680.1637402,43343,498.6561279296875
1715955692.945893,43739,499.6774597167969
1715955717.2193723,44200,503.57086181640625
1715955726.9722333,44599,507.3363952636719
1715955748.7552836,45117,512.5486450195312
1715955757.7246695,45461,512.2391357421875
1715955767.8510475,45855,511.9905090332031
1715955784.4865868,46166,509.7564392089844
1715955795.8165877,46612,513.8292236328125
1715955817.3482413,47120,517.8784790039062
1715955830.5694458,47641,519.9175415039062
1715955851.9156568,48114,522.6566162109375
1715955863.010902,48553,524.707763671875
1715955874.2130883,48998,528.1423950195312
1715955892.1109877,49417,532.2260131835938
1715955903.3356872,49858,537.1135864257812
